Case Number,Pre Buyout Disclosure Date,Buyout Agreement Date,Buyout Amount,Unknown Amount,Other Consideration,Number of Tenants,Block Address,ZIP Code,Supervisor District,Analysis Neighborhood,the_geom,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,:@computed_region_fyvs_ahh9,:@computed_region_p5aj_wyqh,:@computed_region_rxqg_mtj9,:@computed_region_yftq_j783,:@computed_region_bh8s_q3mv,:@computed_region_6pnf_4xz7,:@computed_region_6ezc_tdp2,:@computed_region_viu7_rrfi,:@computed_region_n4xg_c4py
B161809,05/23/2016,01/17/2017,35950.00,false,false,2,1700 Block of Newcomb Avenue,94124,10,Bayview Hunters Point,"(37.736774686267935, -122.39262575817095)",86,2,9,1,1,3,8,10,58,2,,,
B151889,07/15/2015,01/13/2017,40175.63,false,false,2,1800 Block of 15th Street,94103,8,Mission,"(37.76643206805281, -122.42473437672952)",37,3,5,20,19,4,5,8,28853,2,,,
B161129,03/25/2016,01/12/2017,30000.00,false,false,2,1700 Block of 20th Avenue,94122,4,Sunset/Parkside,"(37.75512971590929, -122.47754528396713)",39,10,7,35,35,8,3,1,56,1,,,
B163186,10/03/2016,01/11/2017,12000.00,false,true,2,300 Block of Buchanan Street,94102,5,Hayes Valley,"(37.772772496985944, -122.42714120197083)",26,4,11,9,10,9,11,7,28852,1,,,
B161592,05/11/2016,01/09/2017,100000.00,false,false,4,0 Block of Chattanooga Street,94114,8,Noe Valley,"(37.755765606607845, -122.42664161534017)",52,3,5,22,22,4,5,2,28862,1,,,
B163382,10/21/2016,01/09/2017,77000.00,false,true,1,200 Block of 19th Avenue,94121,1,Outer Richmond,"(37.783244339669665, -122.47844207791505)",5,8,4,29,26,6,2,11,55,1,,,
B163380,10/21/2016,01/09/2017,12000.00,false,false,2,100 Block of Burnside Avenue,94131,8,West of Twin Peaks,"(37.7335004313692, -122.4387525055435)",95,9,5,41,40,7,5,9,63,1,,,
B162574,08/12/2016,01/06/2017,17670.00,false,false,2,4200 Block of 22nd Street,94114,8,Noe Valley,"(37.75425158270256, -122.4393227107322)",115,3,5,22,22,4,5,2,28862,1,,,
B153400,11/03/2015,01/06/2017,69649.00,false,false,2,1800 Block of 19th Street,94107,10,Potrero Hill,"(37.76098508381825, -122.40072807114662)",54,2,9,26,29,3,8,10,28856,1,,,
B162466,07/25/2016,01/06/2017,32500.00,false,true,1,200 Block of 12th Avenue,94118,1,Inner Richmond,"(37.78359158902448, -122.47084464604123)",5,8,4,11,11,6,2,11,54,1,,,
B163297,10/14/2016,01/04/2017,73000.00,false,true,3,0 Block of Steiner Street,94117,8,Hayes Valley,"(37.76967968447806, -122.4315753716993)",28,7,5,9,10,9,5,15,29492,1,,,
B170003,,01/04/2017,35000.00,false,true,3,1500 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.75814650222347, -122.49387464015756)",39,10,7,35,35,8,3,1,56,1,,,
B163636,11/18/2016,01/03/2017,40000.00,false,false,2,3400 Block of 19th Street,94110,9,Mission,"(37.76015736510823, -122.41958524727428)",53,3,2,20,19,4,7,2,28859,2,,,
B162477,07/27/2016,12/29/2016,7500.00,false,false,1,500 Block of Bartlett Street,94110,9,Mission,"(37.7485724251623, -122.41927759792078)",53,3,2,20,19,4,7,2,28859,2,,,
B163384,10/24/2016,12/27/2016,11780.00,false,false,2,100 Block of Eureka Street,94114,8,Castro/Upper Market,"(37.759888327869376, -122.43825785277544)",115,3,5,5,3,4,5,2,28862,1,,,
B162399,07/20/2016,12/23/2016,25000.00,false,false,1,1200 Block of Vallejo Street,94109,3,Russian Hill,"(37.797383384211344, -122.41783998852942)",107,6,3,32,32,1,10,5,28858,1,,,
B163456,11/01/2016,12/22/2016,64633.00,false,true,1,0 Block of Beulah Street,94117,5,Haight Ashbury,"(37.76753713965601, -122.45089991474825)",29,7,11,3,9,5,11,15,29492,1,,,
B163457,11/01/2016,12/22/2016,25000.00,false,false,2,300 Block of Kensington Way,94127,7,West of Twin Peaks,"(37.74310782864962, -122.46246549987197)",49,10,8,41,40,8,4,1,59,1,,,
B163459,10/31/2016,12/21/2016,35000.00,false,false,2,400 Block of 22nd Avenue,94121,1,Outer Richmond,"(37.77927170466791, -122.48137908499322)",8,8,4,29,26,6,2,11,55,1,,,
B163655,11/28/2016,12/20/2016,35040.00,false,false,2,1500 Block of Lyon Street,94115,2,Presidio Heights,"(37.78507413238612, -122.44499393119798)",103,8,6,31,31,6,1,15,29490,1,,,
B162974,09/21/2016,12/19/2016,27258.69,false,false,2,200 Block of Grand View Avenue,94114,8,Noe Valley,"(37.75371922279237, -122.441407506124)",51,3,5,22,22,4,5,2,28862,1,,,
B163381,10/21/2016,12/15/2016,1000.00,false,false,2,100 Block of Burnside Avenue,94131,8,West of Twin Peaks,"(37.7335004313692, -122.4387525055435)",95,9,5,41,40,7,5,9,63,1,,,
B162530,08/04/2016,12/15/2016,95000.00,false,true,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614426, -122.42584369754681)",37,3,5,20,19,4,5,2,28859,1,,,
B163282,10/07/2016,12/14/2016,25000.00,false,false,1,1500 Block of Sacramento Street,94109,3,Nob Hill,"(37.79186760672734, -122.41841346267168)",16,6,3,21,21,1,10,5,28858,1,,,
B162568,08/11/2016,12/13/2016,7000.00,false,true,1,2300 Block of 39th Avenue,94116,4,Sunset/Parkside,"(37.74303602865137, -122.49725134854249)",39,10,7,35,35,8,3,1,29491,1,,,
B153401,11/03/2015,12/13/2016,35000.00,false,false,1,1800 Block of 19th Street,94107,10,Potrero Hill,"(37.76098508381825, -122.40072807114662)",54,2,9,26,29,3,8,10,28856,1,,,
B162667,08/18/2016,12/13/2016,70619.01,false,false,4,500 Block of Alvarado Street,94114,8,Noe Valley,"(37.7537017229108, -122.43320320947834)",84,3,5,22,22,4,5,2,28862,1,,,
B161829,05/26/2016,12/12/2016,56993.00,false,false,1,900 Block of Minnesota Street,94107,10,Potrero Hill,"(37.759121018973055, -122.3904011596981)",55,2,9,26,29,3,8,10,28856,1,,,
B162927,09/15/2016,12/08/2016,30000.00,false,false,8,700 Block of Brazil Avenue,94112,11,Excelsior,"(37.721783293682016, -122.42887648276376)",90,9,1,7,5,7,6,9,28861,2,,,
B161085,03/15/2016,12/06/2016,107920.00,false,false,6,200 Block of Day Street,94131,8,Noe Valley,"(37.7428855887183, -122.42770510418347)",84,9,5,22,22,7,5,2,63,1,,,
B161086,03/15/2016,12/06/2016,142517.00,false,false,6,200 Block of Day Street,94131,8,Noe Valley,"(37.7428855887183, -122.42770510418347)",84,9,5,22,22,7,5,2,63,1,,,
B161585,05/09/2016,12/06/2016,65000.00,false,true,1,0 Block of Ashbury Street,94117,5,Lone Mountain/USF,"(37.77512454939642, -122.44804117234567)",24,7,11,18,16,5,11,15,29492,1,,,
B162346,07/12/2016,12/02/2016,90000.00,false,false,2,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.776276302674454, -122.44229944730586)",24,7,11,18,16,5,11,15,29492,1,,,
B163181,09/30/2016,12/02/2016,10000.00,false,false,3,700 Block of Rolph Street,94112,11,Excelsior,"(37.71185511621493, -122.43100101899225)",58,9,1,7,5,7,6,9,28861,2,,,
B160783,02/24/2016,12/01/2016,52333.16,false,false,2,0 Block of Church Street,94114,8,Hayes Valley,"(37.769898724804456, -122.42924884050457)",28,7,5,9,10,9,5,7,29492,1,,,
B153399,12/11/2015,11/29/2016,45000.00,false,false,1,1600 Block of Vallejo Street,94123,2,Marina,"(37.796640416325836, -122.42443654707388)",102,4,6,13,17,9,1,13,28858,1,,,
B161203,03/28/2016,11/23/2016,38198.24,false,true,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614426, -122.42584369754681)",37,3,5,20,19,4,5,2,28859,1,,,
B162925,09/15/2016,11/23/2016,75000.00,false,false,2,3800 Block of 18th Street,94114,8,Castro/Upper Market,"(37.761277298986506, -122.4294690685057)",37,3,5,5,3,4,5,8,28862,1,,,
B162779,08/29/2016,11/23/2016,90000.00,false,false,2,400 Block of Belvedere Street,94117,5,Haight Ashbury,"(37.76379023135258, -122.44812334761981)",114,7,11,3,9,5,11,15,29492,1,,,
B163646,,11/23/2016,3000.00,false,false,1,0 Block of Glover Street,94109,3,Nob Hill,"(37.79712668725306, -122.41610220019291)",107,6,3,21,21,1,10,5,28858,1,,,
B161827,05/26/2016,11/22/2016,42500.00,false,false,2,200 Block of Missouri Street,94107,10,Potrero Hill,"(37.763211108388965, -122.39665467309997)",54,2,9,26,29,3,8,14,28856,1,,,
B163203,10/06/2016,11/21/2016,50000.00,false,false,2,300 Block of Liberty Street,94114,8,Castro/Upper Market,"(37.75732245330302, -122.42905196867623)",52,3,5,5,3,4,5,2,28862,1,,,
B162720,08/22/2016,11/21/2016,10640.00,false,false,3,1500 Block of Fulton Street,94117,5,Lone Mountain/USF,"(37.77638477389427, -122.4423213336389)",97,7,11,18,16,5,11,15,29492,1,,,
B162929,09/16/2016,11/21/2016,39757.13,false,false,1,400 Block of Linden Street,94102,5,Hayes Valley,"(37.77615350636322, -122.4253771769175)",22,4,11,9,10,9,11,7,28852,1,,,
B163167,09/26/2016,11/21/2016,30000.00,false,false,2,100 Block of Gladeview Way,94131,7,Twin Peaks,"(37.752031784189896, -122.45051172642292)",48,7,8,38,38,5,4,1,63,1,,,
B161669,05/13/2016,11/21/2016,53500.00,false,true,1,1800 Block of Union Street,94123,2,Marina,"(37.797766577932556, -122.42972551603128)",15,4,6,13,17,9,1,13,57,1,,,
B163379,10/21/2016,11/21/2016,13701.00,false,false,2,3800 Block of Irving Street,94122,4,Sunset/Parkside,"(37.762647929823814, -122.49909522045829)",39,10,7,35,35,8,3,1,56,1,,,
B163640,12/29/2016,11/21/2016,35000.00,false,true,1,2800 Block of Harrison Street,94110,9,Mission,"(37.75183543208107, -122.41175404762014)",53,3,2,20,19,4,7,2,28859,1,,,
B162288,07/07/2016,11/21/2016,35000.00,false,false,2,1800 Block of 24th Avenue,94122,4,Sunset/Parkside,"(37.753069088920995, -122.48183604800782)",39,10,7,35,35,8,3,1,56,1,,,
B162937,09/19/2016,11/18/2016,52500.00,false,false,2,1400 Block of Clement Street,94118,1,Outer Richmond,"(37.78253801053142, -122.47467711582833)",5,8,4,29,26,6,2,11,54,1,,,
B162853,09/07/2016,11/18/2016,35000.00,false,true,2,4000 Block of Cabrillo Street,94121,1,Outer Richmond,"(37.773682934327084, -122.50200295728379)",8,8,4,29,26,6,2,11,55,1,,,
B153255,11/20/2015,11/18/2016,23578.52,false,false,2,2700 Block of Clay Street,94115,2,Pacific Heights,"(37.7901326817108, -122.43830450573293)",102,4,6,30,27,6,1,13,29490,1,,,
B162859,09/08/2016,11/17/2016,40000.00,false,false,2,2500 Block of Polk Street,94109,2,Russian Hill,"(37.80016760434185, -122.42255083770642)",107,4,6,32,32,9,1,13,28858,1,,,
B162861,09/09/2016,11/17/2016,60000.00,false,true,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.78937488651753, -122.42971720714418)",102,4,11,30,27,9,11,13,29490,1,,,
B161295,04/05/2016,11/16/2016,43300.00,false,false,2,2200 Block of 25th Avenue,94116,4,Sunset/Parkside,"(37.74556193059032, -122.4823865811442)",40,10,7,35,35,8,3,1,29491,1,,,
B162785,08/30/2016,11/15/2016,24500.00,false,false,1,400 Block of Lyon Street,94117,5,Lone Mountain/USF,"(37.77481842292824, -122.44291846759421)",24,7,11,18,16,5,11,15,29492,1,,,
B160291,02/03/2016,11/15/2016,20000.00,false,false,1,1300 Block of Hampshire Street,94110,9,Mission,"(37.7505089340242, -122.40699325386237)",53,3,2,20,19,4,7,10,28859,1,,,
B163158,09/22/2016,11/14/2016,10000.00,false,false,2,2000 Block of Broderick Street,94115,2,Pacific Heights,"(37.789230589566536, -122.44231854302915)",102,8,6,30,27,6,1,13,29490,1,,,
B153062,11/03/2015,11/08/2016,50000.00,false,false,6,1400 Block of 15th Avenue,94122,7,Inner Sunset,"(37.760952026466626, -122.47252455676032)",109,10,8,14,12,8,4,1,56,1,,,
B162936,09/16/2016,11/08/2016,20000.00,false,false,1,1100 Block of Sanchez Street,94114,8,Noe Valley,"(37.75116202083646, -122.42968657670613)",84,3,5,22,22,4,5,2,28862,1,,,
B163557,11/07/2016,11/07/2016,40000.00,false,false,2,1000 Block of Sutter Street,94109,3,Nob Hill,"(37.78812630328942, -122.4176572135176)",50,6,3,21,21,1,10,13,28858,2,,,
B161322,04/13/2016,11/07/2016,100000.00,false,false,3,24502400 Block of Filbert Street,94123,2,Marina,"(37.797552306586454, -122.43979997111371)",14,4,6,13,17,9,1,13,57,1,,,
B162790,09/01/2016,11/07/2016,15000.00,false,true,1,100 Block of Haight Street,94102,5,Hayes Valley,"(37.77279162026703, -122.42462426995877)",27,4,11,9,10,9,11,7,28852,1,,,
B163460,10/31/2016,11/07/2016,,true,true,1,1000 Block of Florida Street,94110,9,Mission,"(37.75514536122056, -122.41022765882755)",53,3,2,20,19,4,7,2,28859,2,,,
B163549,,11/04/2016,132000.00,false,false,1,200 Block of Lincoln Way,94122,5,Inner Sunset,"(37.766087774671476, -122.46055272384265)",109,7,11,14,12,5,11,15,29492,1,,,
B162796,09/06/2016,11/03/2016,30000.00,false,false,2,100 Block of Teddy Avenue,94134,10,Visitacion Valley,"(37.71417880479703, -122.40548654881192)",75,9,9,40,39,7,8,9,309,2,,,
B162071,05/16/2016,11/03/2016,52140.00,false,false,2,600 Block of Mansell Street,94134,9,Portola,"(37.72002753190815, -122.40755104331417)",91,2,2,25,28,3,7,10,309,1,,,
B162292,07/08/2016,11/02/2016,117000.00,false,false,1,3500 Block of 17th Street,94110,8,Mission,"(37.7631541223095, -122.42509910701727)",37,3,5,20,19,4,5,8,28859,2,,,
B162793,09/01/2016,11/02/2016,20000.00,false,false,1,1500 Block of Balboa Street,94118,1,Outer Richmond,"(37.77666243739915, -122.47535081731719)",5,8,4,29,26,6,2,11,54,1,,,
B162663,08/16/2016,11/01/2016,8000.00,false,false,2,0 Block of 29th Street,94110,9,Bernal Heights,"(37.743953743370575, -122.42143054619228)",83,9,2,2,2,7,7,2,28859,1,,,
B161598,05/10/2016,11/01/2016,97050.00,false,false,5,500 Block of 38th Avenue,94121,1,Outer Richmond,"(37.77848994791363, -122.49866203539379)",8,8,4,29,26,6,2,11,55,1,,,
B162405,07/22/2016,11/01/2016,32750.00,false,true,2,0 Block of Cortland Avenue,94110,9,Bernal Heights,"(37.7404496864085, -122.42126748944449)",83,9,2,2,2,7,7,2,28859,1,,,
B162479,07/27/2016,11/01/2016,54859.24,false,false,2,1400 Block of 35th Avenue,94122,4,Sunset/Parkside,"(37.760013295211465, -122.49400578280203)",39,10,7,35,35,8,3,1,56,1,,,
B162665,08/17/2016,10/31/2016,22725.00,false,false,1,600 Block of Vermont Street,94107,10,Potrero Hill,"(37.76146906393668, -122.40426561374511)",54,2,9,26,29,3,8,10,28856,1,,,
B162792,09/01/2016,10/28/2016,600.00,false,false,1,700 Block of Stanyan Street,94117,5,Haight Ashbury,"(37.76778505837422, -122.45319019873878)",29,7,11,3,9,5,11,15,29492,1,,,
B163454,10/28/2016,10/28/2016,45000.00,false,true,2,1100 Block of Church Street,94114,8,Noe Valley,"(37.75287493368835, -122.4274742929035)",52,3,5,22,22,4,5,2,28862,1,,,
B162571,08/11/2016,10/27/2016,6000.00,false,true,1,1200 Block of Grove Street,94117,5,Hayes Valley,"(37.77597738691376, -122.43714305690483)",23,4,11,9,10,5,11,15,29492,1,,,
B163440,10/24/2016,10/27/2016,7200.00,false,false,1,1100 Block of Pine Street,94109,3,Nob Hill,"(37.790388757500274, -122.4149387641115)",16,6,3,21,21,1,10,5,28858,1,,,
B162784,08/30/2016,10/26/2016,25000.00,false,false,2,100 Block of Ellsworth Street,94110,9,Bernal Heights,"(37.74094607586896, -122.4144270441899)",83,9,2,2,2,7,7,2,28859,1,,,
B162729,08/26/2016,10/26/2016,6990.00,false,true,1,3500 Block of 20th Street,94110,9,Mission,"(37.758510056055016, -122.42016882580018)",53,3,2,20,19,4,7,2,28859,2,,,
B162558,08/09/2016,10/25/2016,30000.00,false,false,2,900 Block of Sanchez Street,94114,8,Noe Valley,"(37.75356184868352, -122.42977713006016)",52,3,5,22,22,4,5,2,28862,1,,,
B162175,06/21/2016,10/24/2016,44137.54,false,false,1,500 Block of Dolores Street,94110,8,Mission,"(37.760637683614426, -122.42584369754681)",37,3,5,20,19,4,5,2,28859,1,,,
B162673,08/19/2016,10/24/2016,,true,false,1,0 Block of Rosenkranz Street,94110,9,Bernal Heights,"(37.742010229363125, -122.41075234444396)",83,9,2,2,2,7,7,10,28859,1,,,
B162291,07/08/2016,10/24/2016,30000.00,false,false,3,2000 Block of Green Street,94123,2,Marina,"(37.796524939146984, -122.4328478206058)",15,4,6,13,17,9,1,13,57,1,,,
B161864,06/01/2016,10/21/2016,90000.00,false,true,3,1600 Block of Grove Street,94117,5,Lone Mountain/USF,"(37.77513657439707, -122.44375821041992)",24,7,11,18,16,5,11,15,29492,1,,,
B162662,08/15/2016,10/21/2016,16500.00,false,false,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.78937488651753, -122.42971720714418)",102,4,11,30,27,9,11,13,29490,1,,,
B160280,01/29/2016,10/18/2016,71200.00,false,true,1,700 Block of 20th Avenue,94121,1,Outer Richmond,"(37.77375097634216, -122.47883523859728)",8,8,4,29,26,6,2,11,55,1,,,
B163371,,10/18/2016,11780.00,false,true,2,1300 Block of De Haro Street,94107,10,Potrero Hill,"(37.752368962241505, -122.4002895278677)",54,2,9,26,29,3,8,10,28856,2,,,
B162344,07/13/2016,10/17/2016,40000.00,false,false,3,700 Block of Clayton Street,94117,5,Haight Ashbury,"(37.76792693202216, -122.44826973389675)",29,7,11,3,9,5,11,15,29492,1,,,
B162343,07/13/2016,10/17/2016,40000.00,false,true,3,700 Block of Clayton Street,94117,5,Haight Ashbury,"(37.76792693202216, -122.44826973389675)",29,7,11,3,9,5,11,15,29492,1,,,
B162657,08/15/2016,10/14/2016,25937.50,false,false,1,300 Block of Leland Avenue,94134,10,Visitacion Valley,"(37.713574775029194, -122.41136667085885)",75,9,9,40,39,7,8,9,309,2,,,
B163291,,10/12/2016,22000.00,false,true,1,2900 Block of Folsom Street,94110,9,Mission,"(37.75009910518275, -122.41391717162892)",53,3,2,20,19,4,7,2,28859,2,,,
B152841,10/13/2015,10/11/2016,75000.00,false,false,2,1400 Block of 16th Avenue,94122,7,Inner Sunset,"(37.76090523181013, -122.47378667010966)",109,10,8,14,12,8,4,1,56,1,,,
B162518,08/01/2016,10/11/2016,40000.00,false,false,4,3400 Block of Mission Street,94110,9,Bernal Heights,"(37.741368855583396, -122.42254199337602)",83,9,2,2,2,7,7,2,28859,1,,,
B161117,03/23/2016,10/07/2016,70000.00,false,false,1,400 Block of Filbert Street,94133,3,North Beach,"(37.80165012780905, -122.40674575398278)",18,6,3,23,23,1,10,3,308,2,,,
B163285,,10/07/2016,39597.00,false,false,4,400 Block of 14th Avenue,94118,1,Outer Richmond,"(37.77966425257889, -122.47284533062005)",5,8,4,29,26,6,2,11,54,1,,,
B162296,07/11/2016,10/06/2016,7000.00,false,false,1,2100 Block of California Street,94115,5,Pacific Heights,"(37.78937488651753, -122.42971720714418)",102,4,11,30,27,9,11,13,29490,1,,,
B162290,07/08/2016,10/06/2016,36643.20,false,false,2,800 Block of York Street,94110,9,Mission,"(37.75846799657138, -122.40879783771999)",53,3,2,20,19,4,7,2,28859,2,,,
B161204,03/28/2016,10/05/2016,27811.84,false,false,2,3000 Block of Jackson Street,94115,2,Pacific Heights,"(37.791157808709706, -122.44530852316223)",102,8,6,30,27,6,1,13,29490,1,,,
B161105,03/21/2016,10/03/2016,61300.00,false,false,3,1700 Block of 44th Avenue,94122,4,Sunset/Parkside,"(37.753989485450035, -122.50339646987956)",39,10,7,35,35,8,3,1,56,1,,,
B161587,05/10/2016,09/30/2016,21400.00,false,true,2,700 Block of 19th Avenue,94121,1,Outer Richmond,"(37.773799928512595, -122.47776445822949)",5,8,4,29,26,6,2,11,55,1,,,
B153302,11/25/2015,09/29/2016,17500.00,false,true,2,1100 Block of California Street,94108,3,Nob Hill,"(37.79146755283151, -122.4132730800761)",16,6,3,21,21,1,10,5,28857,1,,,
B163180,,09/28/2016,40000.00,false,true,4,800 Block of York Street,94110,9,Mission,"(37.75846799657138, -122.40879783771999)",53,3,2,20,19,4,7,2,28859,2,,,
B163164,09/26/2016,09/26/2016,38000.00,false,false,2,0 Block of Brighton Avenue,94112,11,Oceanview/Merced/Ingleside,"(37.71913618366463, -122.45518400180012)",64,10,1,24,24,8,6,9,28861,2,,,
B152798,10/09/2015,09/26/2016,100000.00,false,true,2,1400 Block of Potrero Avenue,94110,10,Mission,"(37.75048161037385, -122.40574039755589)",54,3,9,20,19,4,8,10,28859,1,,,
B162724,08/23/2016,09/26/2016,9000.00,false,true,3,1400 Block of Waller Street,94117,5,Haight Ashbury,"(37.76886280400853, -122.44796773741328)",25,7,11,3,9,5,11,15,29492,1,,,
B162270,06/30/2016,09/26/2016,10000.00,false,false,1,0 Block of Stoneybrook Avenue,94112,11,Excelsior,"(37.7300760174427, -122.42176418389366)",94,9,1,7,5,7,6,9,28861,2,,,
B162522,08/02/2016,09/22/2016,25000.00,false,false,1,600 Block of Baker Street,94117,5,Western Addition,"(37.77691287042592, -122.44151493246905)",97,7,11,39,41,5,11,15,29492,1,,,
B162981,,09/21/2016,15000.00,false,false,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)",93,9,5,2,2,7,5,2,28861,1,,,
B162979,,09/21/2016,10000.00,false,false,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)",93,9,5,2,2,7,5,2,28861,1,,,
B162980,,09/21/2016,10000.00,false,false,1,0 Block of College Terrace,94112,8,Bernal Heights,"(37.73459798187442, -122.42616870388866)",93,9,5,2,2,7,5,2,28861,1,,,
B162978,,09/21/2016,19390.00,false,true,1,1800 Block of Stockton Street,94133,3,North Beach,"(37.80277825466871, -122.40958694210455)",106,6,3,23,23,1,10,3,308,1,,,
B162289,07/07/2016,09/19/2016,63120.00,false,false,1,2400 Block of 30th Avenue,94116,4,Sunset/Parkside,"(37.74159469108955, -122.48748047564267)",40,10,7,35,35,8,3,1,29491,1,,,
B161527,05/02/2016,09/19/2016,30000.00,false,false,2,1300 Block of 12th Avenue,94122,5,Inner Sunset,"(37.762968069923325, -122.46938781188967)",109,10,11,14,12,8,11,1,56,1,,,
B162469,07/25/2016,09/16/2016,32900.00,false,true,2,1400 Block of Oakdale Avenue,94124,10,Bayview Hunters Point,"(37.732955634541185, -122.38759080656698)",86,2,9,1,1,3,8,10,58,2,,,
B162183,06/22/2016,09/13/2016,36530.24,false,false,3,2400 Block of 47th Avenue,94116,4,Sunset/Parkside,"(37.7407908034652, -122.50555631402112)",39,10,7,35,35,8,3,1,29491,1,,,
B161132,03/25/2016,09/12/2016,18109.00,false,false,2,800 Block of Broderick Street,94115,5,Western Addition,"(37.77804043716812, -122.44018845973366)",97,7,11,39,41,5,11,15,29490,1,,,
B162342,07/13/2016,09/12/2016,14580.00,false,false,2,700 Block of 16th Avenue,94118,1,Outer Richmond,"(37.77394700722511, -122.47454942620487)",5,8,4,29,26,6,2,11,54,1,,,
B160715,02/23/2016,09/06/2016,74959.92,false,false,2,0 Block of Cook Street,94118,2,Presidio Heights,"(37.78274423604086, -122.4523921350961)",11,8,6,31,31,6,1,15,54,1,,,
